user_id,nickname,total_reviews,REVIEWER_INFO,BRAND_NAME,goods_name,option,REVIEW_DATE,REVIEW_RATING,REVIEW_ADDITIONAL_INFO,review_likes,REVIEW_CONTENT,PRODUCT_NAME,has_price_info,토너여부,브랜드여부
1c1be0ad6b8b73811286d8e05687d851,baaaaabo,134,"dry / winter_cool / soothing,nutrition",독도토너,1025 독도 토너 200ml,NONE,2025-03-18,5,,0,눈에띄게 좋아지진 않지만 꾸준히 바르면 부드러워져요,라운드랩1025독도토너200ml,TRUE,Y,#N/A
6bea92fb8dec8e7a5233f52bf2a1741f,명뚜는열두살,98,oily / winter_cool / acne,독도토너,1025 독도 토너 200ml,NONE,2025-03-18,5,,1,순해서 좋아요 화장 전에 쓱 닦거나 자기 전에 쓱 하고 자면 조아요,라운드랩1025독도토너200ml,TRUE,Y,#N/A
88a6d1cfb911acefc3169ee2d98fc943,blue.cat,455,"oily / summer_cool / soothing,acne,pores",독도토너,1025 독도 토너 200ml,NONE,2025-03-18,5,,0,독도토너가 제 피부에 제일 잘 맞는 거 같아서 또 구매했습니다,라운드랩1025독도토너200ml,TRUE,Y,#N/A
7c42a47035e9fe344f37d0e2afee3686,퍼불,375,oily / spring_warm / acne,독도토너,1025 독도 토너 500ml + 독도 로션 200ml,none,2025-03-18,5,,0,지성피부인데 순하고 트러블이 잘 안나서 좋아요,라운드랩1025독도토너500ml독도로션200ml,TRUE,Y,#N/A
5a624bbbb49a3326e703add3d4996aaa,이국적인런던가방,194,"combination / winter_cool / pores,moisture_control,elasticity",독도토너,1025 독도 토너 500ml + 독도 로션 200ml,none,2025-03-18,5,,0,군대에서 부터 꾸준히써서 거의 써간지 3년되가는 혜자템,라운드랩1025독도토너500ml독도로션200ml,TRUE,Y,#N/A
20f7819094e922f82a76290675d9e7a4,김매력v,23,"combination / fall_warm / pores,acne,soothing",독도토너,1025 독도 토너 200ml,NONE,2025-03-19,5,,0,기본적으로 편하게 사용할수 있는 제품이라 좋아요,라운드랩1025독도토너200ml,TRUE,Y,#N/A
445fb4392353ef0c979ad4d1e0ff4393,딱딱한칠레샌들,37,"combination / summer_cool / soothing,pores,elasticity",독도토너,1025 독도 토너 200ml,NONE,2025-03-20,5,,0,순하고 트러블이 생기거나 그러지않아서 무난하게 사용하고있어요  미스트 공병에  넣어서 뿌리는중,라운드랩1025독도토너200ml,TRUE,Y,#N/A
f77a56b273e4b59ceb2d74939beda830,건강한쿠바울코트,184,"sensitive / summer_cool / pores,soothing,elasticity",독도토너,1025 독도 토너 200ml,NONE,2025-03-20,5,,0,"기본에 딱 충실한, 수분감 채워주기 좋은 토너입니다!!",라운드랩1025독도토너200ml,TRUE,Y,#N/A
4fcc118d07b84b08090194ac5d29bd61,보니버,112,dry / winter_cool / soothing,독도토너,1025 독도 토너 200ml + 독도 로션 200ml,none,2025-03-21,5,,0,되게 순하고 촉촉하고 제형도 너무 쫀쫀하거나 기름지지도 않고 무난하게 쓰게 좋습니다 향도 무향이라 더좋아용,라운드랩1025독도토너200ml독도로션200ml,TRUE,Y,#N/A
4fcc118d07b84b08090194ac5d29bd61,보니버,112,dry / winter_cool / soothing,독도토너,1025 독도 토너 200ml + 독도 로션 200ml,none,2025-03-21,5,,0,스킨로션 뭐바르지? 하시면 무조건 이거 입니다 순해서 어떤피부에도 잘받고 잘쓸수 있고 무향이기도해서 누구든지 잘쓸수있어요,라운드랩1025독도토너200ml독도로션200ml,TRUE,Y,#N/A
