review_id,star_filter,rating,title,body,author,date_raw,verified_purchase,helpful
R3HIEAHNJO1XAZ,five_star,5.0,Amazing hydrating toner,I really enjoyed using this product its so nice and leaves my skin feeling hydrated and soft!!,Aya,Reviewed in the United States on 31 March 2026,True,
RI5V7E5VNP94D,five_star,5.0,Hydrating milky toner!,"This TONYMOLY Wonder Ceramide Mochi Milky Toner is sooo hydrating! I love that it’s non-comedogenic, so it won’t clog my pores. Overall, a really good milky toner that leaves my skin feeling soft and moisturized.",Jessica Martinez,Reviewed in the United States on 31 March 2026,True,
R3DWQI99NVCDOG,five_star,5.0,Beautiful skin in the AM,"I have been looking for a non-irritating hydrating toner for a while and we’ve found it with tonymoly. This toner is chock full of amazing ingredients and the quality shows up in my skin. My skin is so incredibly hydrated soft and supple. No scent that I noticed, no irritation, just calmed and invigorated skin. I definitely recommend trying.",Realize kenn,Reviewed in the United States on 30 March 2026,True,
R3JLXOWHTHSQSD,five_star,5.0,Such a good k-beauty skincare product,Such a great toner it’s so moisturizing my skin drinks this up. I look so hydrated and dewy after using this product definitely recommend it.,Jennifer,Reviewed in the United States on 30 March 2026,True,
R3GIUVHOOE8HGT,five_star,5.0,YOUR SKIN WILL GLOW,"If you're looking for a toner to complement your daily skincare routine and truly transform your skin, this toner from TONYMOLY is perfect for you. I recently bought it, and after several days of use, I can say that my skin has changed significantly—it's much more radiant and hydrated. The bottle is large with plenty of product, and it's worth every penny. Don't hesitate to buy it; I highly recommend it.",Francina Loves Beauty,Reviewed in the United States on 29 March 2026,True,
RD9XU7BJ09JJF,five_star,5.0,Glass skin look,"I have been using the TONYMOLY Wonder Ceramide Mochi Toner for a few months now, and it is easily one of the best skincare purchases I’ve ever made. If you are looking for deep hydration and a repaired skin barrier, look no further.",Gift,Reviewed in the United States on 29 March 2026,True,
R2XGJTNTAVLU7I,five_star,5.0,My favorite toner by far!,"Super recommend! This toner has quickly become a favorite in my routine. It has a lightweight, slightly milky texture that absorbs easily without feeling sticky, leaving my skin soft, hydrated, and balanced. I love layering it a couple of times for an extra boost, it gives my skin a noticeable “glass skin” look. It’s gentle enough for daily use, works great for dry or sensitive skin, and helps keep irritation and tightness at bay. Plus, the bottle lasts a long time, making it a great value overall.",Bella L,Reviewed in the United States on 29 March 2026,True,
R2X36EQ12V574W,five_star,5.0,Great toner,"Very hydrating toner, I used 2-3 layers and it works very well! Highly recommend for a good skin prep.",CRG,Reviewed in the United States on 28 March 2026,True,
R250KUCTC9R73Y,five_star,5.0,High quality,This milky toner is amazing. My skin was glowy and so hydrated. It melts so nicely in your skin and dries pretty fast. I love!,Sabrina Castro,Reviewed in the United States on 28 March 2026,True,
R1XXYY5RMS6VBO,five_star,5.0,Excellent,"I’ve been using this tone-up cream for a few days now and I’m honestly impressed. The texture is super lightweight and feels very smooth on the skin. It absorbs quickly without leaving a greasy or sticky feeling, which I love.

It gives an instant brightening effect that makes my skin look more even and radiant, almost like a soft filter. I also noticed that it works well under makeup and doesn’t pill.

The packaging is clean and simple, and the product feels high quality overall. If you’re looking for a quick glow-up and hydration boost, this is definitely worth trying!",Fernanda Cordero,Reviewed in the United States on 27 March 2026,True,
RJXPC3G8J9BPO,five_star,5.0,Lightweight hydration and soft skin from the first use ✨,"I really loved this toner. It has a lightweight yet very hydrating texture, leaving my skin soft and refreshed without feeling sticky. I’ve been using it daily and my skin looks more nourished and healthy. Great value for the price. Highly recommend.",Ruth Esther Zapata Medina,Reviewed in the United States on 27 March 2026,True,
R2IEWVPHD5QKS9,five_star,5.0,"Great for sensitive skin, so hydrating","I have been using this toner for a few weeks now and it has quickly become a staple in my routine. The texture is milky and slightly thicker than a typical toner which makes it feel more nourishing right away.

It absorbs easily into the skin and leaves it feeling soft, hydrated, and balanced. I like to layer it two or three times and my skin looks noticeably more plump and glowy without feeling greasy.

This works especially well for dry and sensitive skin. It helps calm irritation and keeps my skin feeling comfortable throughout the day with no tightness.

The bottle is also a great value for the size and lasts a long time even with daily use.

Overall if you are looking for a gentle hydrating toner that gives you that glass skin look this is definitely worth trying.",Flo C.,Reviewed in the United States on 26 March 2026,True,
R3S1S6E6C53VBY,five_star,5.0,It’s the perfect milky consistency,"First, I’m shocked with how big the bottle is for the price. Second, wow does it give me instant hydration and glow without any sort of irritation. I’ll be repurchasing for sure!",Paula Johnson,Reviewed in the United States on 26 March 2026,True,
R3E4THK9CD3VF1,five_star,5.0,Great Value,"The bottle is huge! This will last me till the end of the year, easily. The formula soaks up into your skin with ease. It feels gentle on the skin, but also feels very hydrating. I’m excited to continue using this toner.",Eevee,Reviewed in the United States on 26 March 2026,True,
R2KN4YC7F6P04B,five_star,5.0,amazing for sensitive skin!!!,"i genuinely love this toner! i have very sensitive & acne prone skin and this product feels amazing, so hydrating and actually created a very lovely glass skin look!! also the bottle is HUGE i can't imagine running out any time soon!!",Taryn,Reviewed in the United States on 26 March 2026,True,
R333ZWAKIILIBT,five_star,5.0,Hydrating and good for sensitive skin,Great product it hydrated my skin and gave and don’t break me out,Adriana,Reviewed in the United States on 26 March 2026,True,
R3EQ9LJI69GDMR,five_star,5.0,Glass skin toner you need 🥛✨,"This toner is so underrated. The milky texture feels super nourishing and leaves my skin soft, plump, and hydrated instantly. It gives that smooth “mochi skin” look and works perfectly under makeup. No irritation, just healthy glowing skin. Definitely a staple in my routine!",agnese toska,Reviewed in the United States on 25 March 2026,True,
R36LNZ5CGEPTYJ,five_star,5.0,"Jumbo, hydrating, and skin-repairing","I'm a huge milky toner lover so I knew this toner was the one for me! I pat the toner directly on my skin, and it instantly gives me a boost of hydration and nourishment. The ceramides in this toner help strengthen your skin barrier, and gives you that glass skin effect without tightness. I also love the big size of the toner, it's such a great value for everyday glowy skin! Overall, it's amazing for your skin and a perfect addition to your skincare routine.",Caitlyn Huynh,Reviewed in the United States on 25 March 2026,True,
R1STTBI7NMGAQM,five_star,5.0,Love this!,"This toner is hydrating and lightweight. I'm always scared to try toners because I feel they might be too stripping, this one was definitely not that. I loved how glowy my skin looked as soon as I applied and will be using it in my daily routine. I look forward to seeing how it'll improve my skin after consistent use. I'd definitely repurchase.",Leslie Betancourt,Reviewed in the United States on 24 March 2026,True,
R2VRMC2K2821LA,five_star,5.0,Game changing toner !!!,"I’m absolutely in love with this toner. It’s so light weight , and moisturizing. I have combination skin and I’ve noticed a different in my skin texture now that it’s more hydrated and moisturized.

I like that there are different ways you can layer this on your skin and it definitely does give a bouncy glass skin appearance. I would repurchase this in the future. It’s also great on sensitive skin and it smells really nice and refreshing.",Katherine,Reviewed in the United States on 24 March 2026,True,
R30OHWZCBZHUTS,five_star,5.0,Look No Further!,Excellent for Hydration. TONYMOLY you out did yourself with this one. I am in love with this essence.,Shelia Sanders,Reviewed in the United States on 24 March 2026,True,
R1GEH0PRB7STTW,five_star,5.0,Tónico TONYMOLY,"This toner is very hydrating and lightweight. It leaves my skin feeling soft, smooth, and well moisturized without any stickiness 😍

I’ve noticed a healthier glow and better skin texture. It also works great as a prep step before makeup",Daya Reviews,Reviewed in the United States on 23 March 2026,True,
RICRUZBI5U02B,five_star,5.0,I love this toner,"I didn’t expect to love this toner as much as I do. The first thing I noticed is how big the bottle is you get a LOT of product for the price. The texture is kind of milky, which I wasn’t used to at first, but it actually feels really hydrating on the skin.

I’ve been using it by layering it 2–3 times like I’ve seen in Korean skincare routines, and it really does make a difference. My skin feels softer and looks more glowy without feeling greasy or heavy. It also doesn’t leave that tight feeling that some toners do.

After a few days of using it, my skin just looks more hydrated overall. Definitely worth trying if you’re into that “glass skin” look.",Rose Piercin,Reviewed in the United States on 23 March 2026,True,
R1L4PMVWO1VV6P,five_star,5.0,TONYMOLY Wonder Ceramide Mochi Toner,"The TONYMOLY Wonder Ceramide Mochi Toner is a great daily toner that keeps my skin hydrated, soft, and glowing. It’s lightweight, long-lasting, and perfect for achieving a healthy “glass skin” look.",Daviana armeidis peña montilla,Reviewed in the United States on 23 March 2026,True,
R1X2M9BWVA8IZ0,five_star,5.0,Hydrated skin without the stickiness,"I’ve been using the TONYMOLY Mochi Toner and I’m honestly really impressed. The 500ml bottle is huge so it feels like great value for how much you get!

It’s super lightweight but still deeply hydrating. My skin feels soft, bouncy, and refreshed after using it. I also love that it isn’t sticky at all.

If you’re looking for a toner that gives you that plump, dewy “glass skin” look while keeping your skin comfortable, this one is definitely worth trying!",Shannon R,Reviewed in the United States on 19 March 2026,True,
R3N399AK8SEJHV,five_star,5.0,TONYMOLY Mochi Toner you need it !!!,Love this toner ! Adding this to my skin & makeup routine. For a good price you getting a big bottle that gives you a hydrating glowing skin. Soft and lightweight toner it absorbs quickly that you can keep adding more layers if you want more hydration.,Lisette Garcia Ovalle,Reviewed in the United States on 19 March 2026,True,
REFKPFWRKJE3E,five_star,5.0,Highly recommended!!!,"I have tried many toners and just when I thought I liked the toner I was using, I was introduced to TONYMOLY’S Milky Toner and it was a game changer. There is no other toner that leaves my skin hydrated, bouncy, and glowing. I literally have glass skin people are asking about. This milky toner is a must have in your skincare routine.",Mo,Reviewed in the United States on 18 March 2026,True,
R29J46RZBBWSY0,five_star,5.0,"Milky, Hydrating, and Worth Every Drop","I recently tried the TONYMOLY Ceramide Mochi Toner and it’s quickly becoming one of my favorite hydrating toners. The texture is milky and slightly thicker than a typical watery toner, which makes it feel really nourishing on the skin without being heavy or sticky.

It absorbs beautifully and leaves my skin feeling soft, plump, and hydrated — almost like that “mochi” bouncy texture the product name describes. I also love that it contains ceramides, which help strengthen the skin barrier and lock in moisture.

I have combination dry and sensitive skin, and this toner layers really well with the rest of my routine without causing irritation. It’s especially great for prepping the skin before serums or makeup. After using it consistently, my skin looks smoother and more hydrated overall.

Overall, this is a great everyday toner if you’re looking for something hydrating, barrier-supporting, and gentle enough for sensitive skin.",Angelica,Reviewed in the United States on 17 March 2026,True,
R22ODEFHHMGB63,five_star,5.0,My new favorite toner for glass skin,"I’m actually so surprised by this toner. Most toners that I’ve used tend to dry me out and tighten my skin, but this one feels as if I slept overnight in the most luxurious collagen mask. I can’t believe how hydrated and glassy this makes my skin look. I am obsessed!",Marissa,Reviewed in the United States on 17 March 2026,True,
R1EBJEHW2XZ4HX,five_star,5.0,Hydrating!,The feeling is soft and hydrating!,Katie F.🐝,Reviewed in the United States on 17 March 2026,True,
R2NGRXI9XV5FTM,five_star,5.0,Milky hydrating toner,I really like this toner! It’s super moisturizing and is great for the face and body. I highly recommend putting some in a spray bottle and using right after the shower.,Alexis Nolen,Reviewed in the United States on 17 March 2026,True,
R1T61YG62VXV30,five_star,5.0,Milky toner ⭐️⭐️⭐️⭐️⭐️,"This toner is truly 5 star. Firming & hydrating my skin, leaving a glass like look! I highly recommend & cannot wait to see the glow my skin has after consistent use!",Katie Moseley,Reviewed in the United States on 17 March 2026,True,
R26R28XT9EBGXG,five_star,5.0,glass skin achieved!,super hydrating and left my skin glowing!,Amazon_Purchaser,Reviewed in the United States on 17 March 2026,True,
RWF6XCJ6PL12B,five_star,5.0,Ceramide Toner,"This toner is so good for sensitive skin it, when I first used it, my skin felt so soft and smooth, as well as super hydrated as well, leading to my skin feeling amazing as well as the ingredients list, which features a blend of hyaluronic acid, and ceramides, making this a great toner for all skin types.",Jerry H,Reviewed in the United States on 16 March 2026,True,
R2LH08CIDS6T0N,five_star,5.0,Toner for a glow,I love how hydrating and brightening this toner is! It gives my skin such a glow - i apply after I've cleansed and before a serum and I see such a difference in how my skin looks and it's texture as well.,sophieg,Reviewed in the United States on 16 March 2026,True,
R3TKQEN6I5V1S3,five_star,5.0,Amazing toner!!,"I absolutely love the TONYMOLY Milky Toner! It feels so cooling and incredibly hydrating on the skin. My skin feels soft, bouncy, and looks so glowy and refreshed. It gives that smooth, radiant glass skin look that everyone loves. I especially love using it before the TONYMOLY Melting Maskt, together they’re the perfect combo for a simple glass skin hack because the toner hydrates and the mask helps lock everything in for that bouncy glow.",Nadia,Reviewed in the United States on 16 March 2026,True,
R3EFH5J9V1G09G,five_star,5.0,Hydrating and Glowy!,"I am really liking the toner because it is highly hydrating, leaving my skin feeling plump and radiant. It works especially well for dry skin, providing deep moisture and a healthy glow.",Fayeza,Reviewed in the United States on 16 March 2026,True,
R3IPOK9LMQWIF5,five_star,5.0,Adding this to my daily skincare routine!,Love this toner! It’s super lightweight but very hydrating and makes my skin feel soft and bouncy. It absorbs quickly and leaves my skin looking fresh and glowy without any stickiness. Definitely a staple in my routine!,Alli,Reviewed in the United States on 16 March 2026,True,
R2U9G43376QTL6,five_star,5.0,Wow my skin is so hydrated!,"The toner is lightweight but still very hydrating, and it leaves my skin feeling soft instead of sticky. It layers well with the rest of my skincare and gives my skin a nice healthy glow.",jason,Reviewed in the United States on 16 March 2026,True,
R1PLUEU62S1JY6,five_star,5.0,Glass skin makeup prep,My holy grail for glass skin. This stuff is so hydrating and works as the perfect makeup prep before moisturizer! Obsessed 😍,Veronica Rodriguez,Reviewed in the United States on 15 March 2026,True,
R3KA1O6X49RVBD,five_star,5.0,Lightweight Hydrating Toner,I love how this toner from TONYMOLY hydrates my skin and makes it look and feel smooth. It has a milky texture I like and absorbs well and quickly into my skin. I like how my dry skin feels moisturized after using this toner.,Melissa,Reviewed in the United States on 15 March 2026,True,
R2K29MCDYC4N6A,five_star,5.0,hydration and softness to your skin.,It has a very refreshing consistency. It soothes the skin and isn't heavy at all. This toner is excellent for providing hydration and softness to your skin.,Paola Santana,Reviewed in the United States on 15 March 2026,True,
R3K872ABMETNBC,five_star,5.0,Must try toner!,I really love this mask! It leaves me with glass skin! It's so hydrating and moisturizing. It's a must have in your everyday day skin care routine!,Sammy,Reviewed in the United States on 15 March 2026,True,
R3B6WDCYOEA6J,five_star,5.0,Great for hydration,Perfect skin!! You should have this Toner on your routine,Charlotte Mejia Rodriguez,Reviewed in the United States on 15 March 2026,True,
R33UQGOCIXHIZ0,five_star,5.0,"Bouncy, dewy skin","Finally, a toner that moisturizes my skin, rather than making it feel dry and dull. This toner contains ceramides and it feels like it really protects my skin. It gives me a hydrating, Korean-style glow, and leaves my face feeling dewy and bouncy like mochi. Will absolutely re-purchase!",Amy E,Reviewed in the United States on 11 March 2026,True,
R5IOIBVF145LL,five_star,5.0,My favorite hydrating toner,"This is my favorite hydrating toner. It has a light scent, absorbs well, and feels great on the skin. You get a generous amount for the price and it goes on sale with some frequency. I pour some into my hand and pat it into my skin. You can do multiple layers but one layer feels plenty hydrating! Have repurchased multiple times.",victoriafee,Reviewed in the United States on 5 March 2026,True,
RG26MQJH38WB7,five_star,5.0,My Everyday Toner That I Always Repurchase,"Click to play video
This is one of those products I keep coming back to — I’ve already repurchased it several times.
It’s super hydrating, but still light enough to use every day without feeling heavy.

The texture is very watery and flows easily, so it spreads quickly and absorbs well wherever you apply it.
I usually pour it onto cotton pads and use it like a quick toner mask when my skin feels dry.

It instantly makes my skin feel soft and moisturized, and it layers really well under makeup too.
Simple, gentle, and reliable — definitely a daily staple for me.",Choi Ara,Reviewed in the United States on 29 January 2026,True,
R182GA5T090U3B,five_star,5.0,"Plump, Bouncy Skin in a Bottle","Click to play video
I’m honestly so impressed with TONYMOLY Mochi Toner!
First off, the 500ml size is huge — you’re getting major bang for your buck. The price point is super reasonable for how much product you actually get.
This toner does more than just tone — it seriously hydrates and nourishes my skin. It’s one of those formulas that makes your face feel plump, soft, and refreshed without any sticky residue.
If you’re into toners that give both moisture + nourishment and don’t want to run out in two weeks, this is definitely worth grabbing!",JE YESOL,Reviewed in the United States on 26 January 2026,True,
R1GKUZ0GWTNA4W,five_star,5.0,Super hydrating,"This toner has a lightweight, watery texture, but it’s incredibly hydrating. Even with just one layer, the Mochi Toner feels like applying both a toner and an emulsion at the same time. My skin feels deeply moisturized and noticeably softer after use. The bottle is generously sized, so I also use it on my neck and even my body. I highly recommend using it all over, not just on the face.",Jinju,Reviewed in the United States on 26 January 2026,True,
R2YPV4Z96O2ZUN,five_star,5.0,Especially great for dry or dehydrated skin,"I bought the TONYMOLY Ceramide Mochi Toner and I’m really happy with it. The texture is thick and milky, but it absorbs quickly into the skin without feeling heavy or sticky.
This toner is especially great for dry or dehydrated skin. Thanks to the ceramide ingredients, my skin barrier feels stronger and more moisturized throughout the day. I also noticed that my makeup applies more smoothly after using it.
This toner can also be used as a daily facial mist. I like to transfer it into a regular spray bottle and mist it onto my face whenever my skin feels dry. It provides an instant cooling effect and boosts hydration, making it perfect to keep at the office for quick refreshes during the day.",hanna,Reviewed in the United States on 26 January 2026,True,
R1ROHGKJZJUKWY,five_star,5.0,My dry skin’s new BFF!,"If you have dry skin, this toner is non-negotiable. It’s a 4 in 1 miracle! hydrating, moisturizing, absorbing perfectly, and smoothing skin texture all at once.

Since it’s a jumbo size, I can use a ton without worrying. I love using it as a ""toner pack"" before makeup. it makes my foundation sit SO well. I keep one in the bathroom and one on my dresser so I can prep my skin right after the shower and again before my main routine. My inner skin dryness is officially GONE.",sweet corn,Reviewed in the United States on 23 January 2026,True,
R295FC49RJZ65S,five_star,5.0,"Deeply Hydrating, Skin-Transforming Toner","This toner has been an absolute standout in my routine. After seeing how transformative a hydrating toner can be for the face, I began using one as a toner step for my body — and this formula has been exceptional.

The texture is milky and cushiony, absorbing effortlessly while immediately replenishing moisture. Used after showering and layered under moisturizer, it leaves skin looking smooth, supple, and luminous. My mature, typically parched skin feels noticeably more hydrated and balanced, with a healthy glow that lasts.

The generous size makes it an excellent value, especially for anyone extending their skincare routine beyond the face. It layers beautifully, never feels heavy or sticky, and delivers that coveted “plump, well-conditioned” skin finish.

Final take: A beautifully formulated toner that elevates body care into true skincare. If hydration and barrier support are priorities, this is one worth reaching for.",The HB Everyday Edit,Reviewed in the United States on 26 December 2025,True,
RB0184AAV1WE4,five_star,5.0,Great Milky Toner,I fell in love with this milky toner after reading reviews about it. The reviews were right. This toner is very hydrating and it feels silky on the skin leaving it soft and subtle. This toner is now a permanent part of my skincare routine. Shipping time was excellent.,De,Reviewed in the United States on 7 December 2025,True,
RA416A7BU269Q,five_star,5.0,Love it! 🩷,"A little bit thicker than water, but not much. It leaves my skin hydrated and glossy. And its repairing my skin barrier. I have even used it on my super dry legs. I love it.",Player One,Reviewed in the United States on 16 October 2025,True,
RJLNFHHV1QUHV,five_star,5.0,I LOVE THIS PRODUCT,"I absolutely love this product! First time user…pulled the trigger to try because of the great reviews. It makes my skin feel and look hydrated, and soft to the touch. Never had a toner give me great results.",LEI M.,Reviewed in the United States on 15 October 2025,True,
R1Y03J4OCSQHN6,five_star,5.0,"Hydrated, bouncy skin ✨","This stuff is amazing!!!! Such a great dry skin barrier support in the drier seasons. Absorbs well, leaves skin feeling hydrated and bouncy. The price is amazing compared to the amount of product you receive",KV Brows,Reviewed in the United States on 12 August 2025,True,
R3S4UU30W0N7IZ,five_star,5.0,Most hydrating toner you will ever try,"I am a skin enthusiast and love to try anything that will help with aging skin. Anything that will keep my skin hydrated is considered a great product for me. I am amazed with this ceramide toner. First off, TonyMoly is one of my favorite Korean brands. I have so many of their products that have become staples in my skin care routine. If you need hydration, this is the toner for you. The ceramide helps with the skin barrier and the milky consistency is so comforting. The bottle is huge! It will last you so long! The price point is amazing for a product like this. In all honesty, I have different toners that are double this price but I always come back to this one.",CTP NYC,Reviewed in the United States on 27 April 2025,True,
RRTVR5E3DL1R1,five_star,5.0,HOLY GRAIL,"This is my third bottle. Not only does this toner last forever, it's a really good price for the amount of product you get. I've strayed away, thinking I could find a toner I loved as much as this, but I always come back. The main selling point of this toner is the hydration. This stuff hydrates like crazy. My skin? It looks phenomenal after I use it. What I didn't realize was that it actually was helping with my skin texture. After I ran out of my last bottle and tried something different, I noticed my skin texture was looking pretty bumpy. It doesn't give you flawless skin, but for me it does help the texture.
I love this stuff.
It does have a scent, it smells like fruit loops to me. Very sweet. I typically don't like my skincare to have a fragrance, but this is not overpowering once on the skin.

A note: I do have combo skin. I have severely dry areas, while my cheeks and forehead are super oily. This toner works perfectly for me.",Sadie,Reviewed in the United States on 25 March 2025,True,
R39SBBEVNH03DZ,five_star,5.0,Holy grail,I love this toner. It feels cold on your skin (I apply with my hands) and adds a layer of moisture. It leaves a nice glow and my skin feels hydrated and nourished. I use it day and night year round and even mix it with bronze drops or concealer when applying make up. I will forever repurchase.,Karyn Koske,Reviewed in the United States on 14 February 2025,True,
R35SC87LRTZBK8,five_star,5.0,Great moisturizing toner!!! This will definitely be a staple in my skincare routine,"I love this product!!! Lightweight, absorbs into the skin with ease, no artificial smells or colors added!!! And you get a lot of product for your money!!!! It's a great replacement for rice toners, which are super hydrating, but my skin doesn’t like rice toners.",Qwentina Rideoutt,Reviewed in the United States on 5 January 2025,True,
R2YRGFK8QC9S9I,five_star,5.0,Me new favorite product,This is a must after cleansing and showers to keep your skin plump and hydrated.,me,Reviewed in the United States on 23 August 2024,True,
R2JV56BM3MMBK2,five_star,5.0,One of my faves,This is honestly honestly a great toner for your face or your body such a great value for your money. It is very hydrating and soothing.,Jamie Michelle,Reviewed in the United States on 8 June 2024,True,
RU6N0CHJBPD9U,five_star,5.0,So hydrating and good for sensitive skin,"I'm so happy I finally bought this! I bought it on sale and it came out to a little over 15 bucks and you get 16.9 oz! I have dry skin and sometimes can be sensitive and reactionary. I'm always looking to add hydration back to my skin but without having to use or buy or even spend money on another hydrating serum, rather spend it on my retinol or other actives. This adds soo much hydration back to my skin after washing my face without feeling sticky or tacky. I've noticed a difference in just a few days, with my face looking more dewy and supple, lol- I guess is the right word?! It has great hydrating ingredients and other good ingredients for sensitive skin. I have so many toners and my hydrating ones weren't really doing it for me and kept having to search for one and I finally found it. Besides my exfoliating one by some by mi (the green one) I really don't see me using my other one now. My cerave one isn't bad but can feel a little tacky and greasy, the cosrx propolis one I was surprised that I didn't like it since I loveee their ampoule- wasn't that hydrating for me, maybe better for summer months and then I have the hyaluronic black rice toner from haruharu - for the price you only get 5ozs it's not that good for me to justify buying it- which again I was shocked because people raved about it for dry skin! I will say it's not bad at all! but for the price and ounces you're getting, it's not worth it. I didn't think it was that hydrating. This is why I'm saying this is soo worth it, even at full price I would get the 10oz one if it's not on sale bc it has a pump! This one doesn't but I'll probably buy a bottle on here to put it in, especially for travel or overnights. I'm thinking of also even adding it to a mist spray bottle I have and use it like I use my cosrx ceramide mist - which I love.. ceramides just do it for me and my skin!!! But it it's worth it and you will not need any other toner except for an exfoliating one. I was wanting to try the some by mi beta panthenol one- I still might if it goes on sale but I noticed milky toners are probably the best for my skin type! I only ever write reviews if I love it and I would spend my own money on the product! Usually I wait to see the effect it has on my skin after using it for few weeks but I didn't need to with this. I noticed the effects within days! Hope this helps✨️✨️✨️",Michael Giordanella,Reviewed in the United States on 13 April 2024,True,
R71E8YIA0ENQG,five_star,5.0,So hydrated,I felt like dewy n hydrated face.,KG,Reviewed in the United States on 3 March 2024,True,
R2EDI7QF6QR6V6,five_star,5.0,Thick consistency. Very moisturizing,Leaves skin supple and hydrated. Use as my first step after cleansing. Similar to Rhodes glazing milk.,Liza,Reviewed in the United States on 16 January 2024,True,
RK1ULLXJU77C0,five_star,5.0,One of my favorite skincare products EVER,"I have combination skin and I’m in my 30’s (although I started using this in my mid 20’s). And I will never be without it. I actually use it instead of moisturizer in the morning because I’m partially really oily in a humid climate, then I layer targeted serums on top and hydrating sunscreen. This product is holy grail level, especially if you use retinols or retin a, you can layer it to fit your needs.",Sara Grant,Reviewed in the United States on 5 October 2023,True,
R3HK9163CCHM0R,five_star,5.0,"very gentle, smells lovely","this is amazing, if even went in my eyes and didn’t sting it’s so soothing and makes skin feel soft an plump",marlon driver,Reviewed in the United Kingdom on 2 May 2026,True,
R17K9ILGFJKWPE,five_star,5.0,Underrated,"I feel my skin is better.
Great value for money.",Avid reader,Reviewed in the United Kingdom on 29 April 2026,True,
R2DO0CWIIH0VTT,five_star,5.0,Great for sensitive eczema-prone skin,"Lovely, gentle milk toner, great for my sensitive eczema-prone skin!",Asrafizra Kunjang,Reviewed in the United Kingdom on 25 April 2026,True,
RG1D826EXY90I,five_star,5.0,Nice on the skin,Very very good,Anasty,Reviewed in the United Kingdom on 21 April 2026,True,
R22D24ZWX3RDT6,five_star,5.0,Very suitable for sensitive skin,"Suitable for sensitive skin, no clumpy feeling after using. I using tavo or three times per day, some days not using any cream at all. Very happy with this milky toner",jura,Reviewed in the United Kingdom on 14 April 2026,True,
R2US0GPT0DZ1AC,five_star,5.0,Great product,Great product. Really keeps the skin moisturized and smooth,Christine Cornan,Reviewed in the United Kingdom on 13 April 2026,True,
R1JVCYWBU0SU78,five_star,5.0,Best for dry sensitive,"Best for dry skin undermakeup and very refreshing...
Thanks to amazon suggestion and all the positive reviews my skin is sensitive and dry it really helps me in winter",Dania Jehan,Reviewed in the United Kingdom on 4 April 2026,True,
R7ZIUYNPT63L1,five_star,5.0,Superb toner!,"One of the best toners in the market. Skin feels plump immediately after use. Fast absorbing, non sticky and great value for money. Highly recommend this product.",Kindle Customer,Reviewed in the United Kingdom on 23 March 2026,True,
R793SNNDNTNSP,five_star,5.0,Wonder cream,I love this product my skin gets smoother and glowy after two weeks,Carmen,Reviewed in the United Kingdom on 11 March 2026,True,
R2W5K9PVI21OO6,five_star,5.0,I love it,"I like that this toner is big enough to last me for couple of months, aside that it's works so well on my skin",Losh,Reviewed in the United Kingdom on 2 March 2026,True,
RS1KBER06JRDW,five_star,5.0,Great buy.,I was very skeptical about this toner however after using it for over 3 weeks I have noticed a difference in my skin’s appearance. As we all know it’s very hard to find a beauty product that works. It may not be for everyone but it’s good for me. Love it.,Joanne,Reviewed in the United Kingdom on 22 February 2026,True,
RN7YPTSWNP4X7,five_star,5.0,Brilliant,I like how it makes my skin feel bouncy and glowy.,Erika Klavina,Reviewed in the United Kingdom on 15 February 2026,True,
RKU8DSVCHRS44,five_star,5.0,Love this for my skin!,Love this for my skin!,Amazon Customer,Reviewed in the United Kingdom on 22 January 2026,True,
RVRRPOHWA2FLG,five_star,5.0,Tonymoly is my holy grail 🫶,I love this product. The moment you apply on your face it dries off within a twinkle of an eye and makes your face glow like a baby. It’s suitable for a blemish skin type.,Peace,Reviewed in the United Kingdom on 13 December 2025,True,
R3D4IA0FB1ACSK,five_star,5.0,It works,It has helped my acne prone skin a great deal… looking forward to a clearer skin as I continue usage.,Dainty,Reviewed in the United Kingdom on 2 December 2025,True,
RL0XO0AELJFOA,five_star,5.0,Perfect for dry skin,"If you have dry or dehydrated skin, this would be an amazing product. Unfortunately my skin is oily so because this is so thick, it sits on my skin and i worry for serums being able to absorb though so I only use it when I dermaplan or exfoliate. Smells nice, lovely texture, massive bottle.",CL,Reviewed in the United Kingdom on 22 November 2025,True,2 people found this helpful
R2RK5RJ57508AJ,five_star,5.0,Moisturising,"This is moisturising and I feel it helps protect my skin barrier. It smells like it has tumeric in it. For a toner that feels good on the skin, I wish it smelled good too.",Ms_O,Reviewed in the United Kingdom on 23 October 2025,True,One person found this helpful
R2XBJZX88AJBVZ,five_star,5.0,Glowing skin,Love this stuff,D.wight,Reviewed in the United Kingdom on 13 September 2025,True,
R13295FX2VCFZF,five_star,5.0,Wonder ceramide toner,"Highly recommend 👌
Gives you Glass skin and beautiful glow
Repairs skin barrier and great for sensitive skin",Daniella Ken,Reviewed in the United Kingdom on 19 August 2025,True,2 people found this helpful
R1NQLA4VO4ZV42,five_star,5.0,Amazing,Absolutely love this product I use it on my face & body. Very nice have been using it every day & can feel & see that my skin has improved.,Miss P.,Reviewed in the United Kingdom on 2 August 2025,True,One person found this helpful
R2ZWVPDLPO3Q2E,five_star,5.0,amazing,"Absolutely love this, makes my skin feel smooth and glowy",Kat,Reviewed in the United Kingdom on 12 January 2025,True,
